participant,session_time,mem_nom,cond_1st,tree_behaviour,resource_distribution,trial,trial_number,bg_name,bg_type,loop,sample,t_absolute,secs_elapsed,sample_interval,flag,fruits,row,col,x,y
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,3,3,795.9523144982223,0.03497405983762292,0.01698514672057172,0,0,,,-26.0,-35.5
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,4,4,795.9683149392578,0.05097450087305333,0.016000441035430413,0,0,,,-26.5999755859375,-31.4000244140625
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,5,5,795.9853522830041,0.06801184461937737,0.01703734374632404,0,0,,,-23.29998779296875,-36.20001220703125
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,6,6,796.0023517985686,0.08501136018389843,0.01699951556452106,0,0,,,-23.0,-36.5999755859375
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,7,7,796.018380390809,0.10103995242434394,0.016028592240445505,0,0,,,-133.0,14.5
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,8,8,796.0353130472623,0.11797260887760785,0.016932656453263917,2,1,4.0,5.0,-350.20001220703125,156.79998779296875
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,9,9,796.2593673134014,0.3420268750166997,0.22405426613909185,2,2,1.0,5.0,-373.20001220703125,395.0
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,10,10,796.4853191466901,0.567978708305418,0.22595183328871826,0,2,,,-71.5,391.8000030517578
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,11,11,796.5022573747359,0.5849169363511919,0.01693822804577394,1,2,1.0,9.0,73.9000244140625,374.3000030517578
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,12,12,796.7354707526575,0.8181303142728211,0.23321337792162922,0,2,,,232.0999755859375,352.0
